-0.022491,0.15675,-0.048707,-0.063599,0.34568,0.35241,0.059624,0
0.17751,-0.50991,0.076277,-0.063599,-0.65432,-0.64759,0.059624,1
0.027509,0.15675,-0.04739,-0.063599,0.34568,-0.64759,-0.065376,1
0.14001,0.15675,0.040786,-0.063599,-0.65432,-0.64759,0.059624,1
0.14001,0.15675,-0.047146,-0.063599,0.34568,0.35241,-0.065376,0
-0.29749,-0.17658,-0.046349,-0.063599,0.34568,0.35241,-0.065376,0
0.37751,0.15675,0.03837,-0.063599,-0.65432,0.35241,-0.065376,0
-0.27249,0.15675,-0.021723,0.10307,0.34568,0.35241,0.30962,0
0.040009,0.15675,-0.041128,0.26973,0.34568,-0.64759,-0.065376,1
-0.12249,-0.50991,-0.0041641,-0.063599,-0.15432,-0.64759,0.059624,1
-0.24749,0.15675,-0.030262,0.10307,0.34568,-0.64759,0.059624,1
0.42751,0.15675,-0.011036,-0.063599,-0.65432,-0.64759,-0.065376,1
-0.047491,0.15675,-0.047146,-0.063599,0.34568,0.35241,-0.065376,0
0.19001,0.15675,-0.0018137,0.76973,0.34568,0.35241,0.059624,0
-0.12249,0.15675,-0.047528,-0.063599,0.34568,-0.64759,-0.065376,0
0.39001,0.15675,-0.031629,-0.063599,-0.15432,-0.64759,-0.065376,1
-0.27249,-0.17658,-0.0060102,0.10307,0.34568,0.35241,0.43462,0
-0.29749,0.15675,-0.037484,-0.063599,-0.15432,0.35241,-0.065376,1
0.090009,0.15675,-0.027725,-0.063599,0.34568,-0.64759,0.059624,0
-0.29749,-0.50991,-0.048756,-0.063599,0.34568,-0.64759,-0.065376,1
0.14001,0.15675,-0.01211,-0.063599,-0.15432,0.35241,-0.065376,0
0.12751,0.15675,-0.037484,-0.063599,-0.15432,0.35241,-0.065376,1
-0.10999,-0.17658,-0.047186,-0.063599,0.34568,-0.64759,-0.065376,1
0.052509,0.15675,0.006433,-0.063599,-0.65432,0.35241,-0.065376,1
-0.19749,0.15675,-0.021723,0.10307,0.34568,-0.64759,0.30962,0
0.17751,0.15675,-0.0015941,0.76973,0.34568,-0.64759,0.059624,1
-0.29749,-0.50991,-0.048756,-0.063599,0.34568,0.35241,-0.065376,0
-0.059991,0.15675,0.45048,0.26973,-0.65432,0.35241,0.30962,0
-0.29749,-0.17658,-0.047479,-0.063599,0.34568,-0.64759,-0.065376,1
-0.29749,0.15675,-0.047447,-0.063599,0.34568,0.35241,-0.065376,0
0.20251,-0.50991,-0.008751,-0.063599,-0.65432,0.35241,-0.065376,0
-0.29749,-0.50991,0.22313,-0.063599,-0.65432,-0.64759,0.059624,1
-0.29749,-0.17658,-0.047731,-0.063599,0.34568,-0.64759,-0.065376,1
0.52751,0.15675,-0.042364,-0.063599,-0.15432,0.35241,-0.065376,0
0.052509,-0.50991,0.097528,-0.063599,-0.65432,0.35241,0.059624,0
0.22751,0.15675,0.038639,-0.063599,-0.65432,0.35241,0.059624,0
-0.29749,-0.50991,-0.048748,-0.063599,0.34568,0.35241,-0.065376,1
-0.034991,0.15675,-0.047146,-0.063599,0.34568,0.35241,-0.065376,0
-0.072491,0.15675,-0.027725,-0.063599,0.34568,-0.64759,0.18462,0
-0.12249,-0.50991,-0.040916,-0.063599,0.34568,-0.64759,0.059624,1
0.20251,0.15675,-0.044364,-0.063599,0.34568,-0.64759,0.059624,0
0.040009,0.15675,-0.021869,-0.063599,-0.15432,-0.64759,0.059624,0
-0.29749,-0.50991,-0.047447,-0.063599,0.34568,0.35241,-0.065376,0
-0.25999,-0.50991,0.018299,0.26973,-0.15432,-0.64759,0.059624,1
-0.059991,-0.17658,-0.047479,-0.063599,0.34568,-0.64759,-0.065376,1
-0.29749,0.15675,-0.047146,-0.063599,0.34568,0.35241,-0.065376,0
-0.29749,-0.17658,-0.032604,-0.063599,0.34568,0.35241,0.059624,0
-0.29749,-0.17658,-0.047731,-0.063599,0.34568,-0.64759,-0.065376,1
-0.29749,-0.50991,-0.020543,-0.063599,0.34568,0.35241,0.18462,0
-0.072491,0.15675,-0.028115,-0.063599,0.34568,-0.64759,0.059624,0
-0.20999,0.15675,0.014606,0.10307,0.34568,0.35241,0.43462,0
-0.034991,0.15675,-0.047634,-0.063599,0.34568,0.35241,-0.065376,0
0.31501,-0.50991,0.086907,-0.063599,-0.65432,-0.64759,0.059624,1
0.065009,0.15675,-0.01211,-0.063599,-0.15432,-0.64759,0.059624,1
0.51501,-0.50991,0.058117,0.10307,-0.65432,0.35241,-0.065376,0
-0.29749,0.15675,0.006433,-0.063599,-0.65432,0.35241,-0.065376,1
-0.034991,0.15675,-0.042364,-0.063599,-0.15432,-0.64759,-0.065376,1
0.058759,-0.50991,-0.048748,-0.063599,0.34568,0.35241,-0.065376,0
-0.23499,0.15675,-0.008694,0.26973,-0.15432,-0.64759,0.059624,1
-0.15999,0.15675,0.028684,0.26973,0.34568,0.35241,0.55962,0
-0.022491,-0.50991,-0.048748,-0.063599,0.34568,0.35241,-0.065376,0
0.17751,-0.84325,0.093291,-0.063599,-0.65432,-0.64759,-0.065376,1
0.26501,0.15675,0.10007,-0.063599,-0.65432,0.35241,0.059624,0
-0.24749,0.15675,-0.0084013,0.26973,0.34568,0.35241,0.30962,0
-0.29749,-0.50991,-0.008751,-0.063599,-0.65432,0.35241,-0.065376,0
-0.29749,-0.50991,-0.033101,0.10307,0.34568,0.35241,0.059624,1
0.065009,0.15675,-0.042364,-0.063599,-0.15432,-0.64759,-0.065376,1
-0.059991,0.15675,-0.046934,-0.063599,0.34568,0.35241,-0.065376,0
-0.084991,0.15675,-0.04739,0.26973,0.34568,-0.64759,0.43462,1
0.027509,0.15675,-0.04595,-0.063599,0.34568,0.35241,0.18462,0
0.10251,0.15675,-0.042364,-0.063599,-0.15432,0.35241,-0.065376,0
-0.097491,0.15675,0.028684,0.26973,0.34568,-0.64759,0.55962,0
-0.034991,0.15675,0.080604,-0.063599,-0.15432,0.35241,-0.065376,0
0.027509,-0.50991,-0.034646,-0.063599,0.34568,0.35241,0.059624,0
0.10251,0.15675,0.047414,-0.063599,0.34568,0.35241,-0.065376,1
0.015009,0.15675,-0.047927,-0.063599,0.34568,0.35241,-0.065376,0
